Date,AAPL,GOOGL
2007-09-20,18.032961,276.691681
2007-09-21,18.526485,280.330322
2007-09-24,19.057287,284.294281
2007-09-25,19.68704,284.78479
2007-09-26,19.63435,284.364349
2007-09-27,19.856695000000002,284.034027
2007-09-28,19.724316,283.91891499999997
2007-10-01,20.093177999999998,291.566559
2007-10-02,20.364357000000002,292.487488
2007-10-03,20.296235999999997,292.302307
2007-10-04,20.080323999999997,289.80481000000003
2007-10-05,20.749926000000002,297.32232700000003
2007-10-08,21.580175,305.115112
2007-10-09,21.573753,307.89788799999997
2007-10-10,21.436232,313.007996
2007-10-11,20.850170000000002,311.31131
2007-10-12,21.495352,319.014008
2007-10-15,21.460651000000002,310.365356
2007-10-16,21.794809,308.308319
2007-10-17,22.202227,317.057068
2007-10-18,22.298617999999998,320.130127
2007-10-19,21.902767,322.67767299999997
2007-10-22,22.409147,325.700714
2007-10-23,23.925709,338.223236
2007-10-24,23.896151,338.24826
2007-10-25,23.491308,334.5896
2007-10-26,23.738068,337.637634
2007-10-29,23.788197,339.954956
2007-10-30,24.033667,347.732727
2007-10-31,24.412810999999998,353.85385099999996
2007-11-01,24.090221,351.95697
2007-11-02,24.145485,355.98098799999997
2007-11-05,23.928283999999998,363.188202
2007-11-06,24.64929,371.26626600000003
2007-11-07,23.943703,366.836823
2007-11-08,22.551804999999998,347.267273
2007-11-09,21.253725,332.31732200000005
2007-11-12,19.761591,316.351349
2007-11-13,21.843653,330.605591
2007-11-14,21.348837,321.161163
2007-11-15,21.116211,315.14013700000004
2007-11-16,21.384825,317.132141
2007-11-19,21.071232000000002,313.238251
2007-11-20,21.700991000000002,324.594604
2007-11-21,21.650866,330.590576
2007-11-23,22.046715,338.68869
2007-11-26,22.175241,333.333344
2007-11-27,22.46698,337.122131
2007-11-28,23.162289,346.476471
2007-11-29,23.685373000000002,348.848846
2007-11-30,23.419334,346.846832
2007-12-03,22.987499,341.10611
2007-12-04,23.109591,342.42242400000003
2007-12-05,23.840887,349.604614
2007-12-06,24.412810999999998,357.987976
2007-12-07,24.971876,357.792786
2007-12-10,24.960314,359.56958
2007-12-11,24.231594,349.949951
2007-12-12,24.529764,350.02502400000003
2007-12-13,24.654434,347.372375
2007-12-14,24.469358,345.325317
2007-12-17,23.699509,334.949951
2007-12-18,23.51701,337.012024
2007-12-19,23.535006,339.024017
2007-12-20,24.060655999999998,345.190186
